School_Id,Org_Name,Telephone,Fax,Email,Contact1_Name,URL,Add1_Line1,Add1_Suburb,Add1_City,Add2_Line1,Add2_Suburb,Add2_City,Add2_Postal_Code,Urban_Area,Org_Type,Definition,Authority,CoEd_Status,Territorial_Authority,Regional_Council,Local_Office_Name,Education_Region,General_Electorate,Māori_Electorate,Area_Unit,Ward,Col_Id,Col_Name,Longitude,Latitude,Decile,Roll_Date,Total,European,Māori,Pacific,Asian,MELAA,Other,International
58,Tangaroa College,09 274 5764,09 274 6371,office@tangaroa.school.nz,Davida Suasua,http://www.tangaroa.school.nz,Haumia Way,Otara,Auckland,P O Box 61476,Otara,Manukau,2159,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Co-Educational,Auckland - Otara-Papatoetoe,Auckland Region,Auckland,Auckland,Botany,Tamaki Makaurau,Rongomai,Manukau Ward,99200,Tangaroa Kāhui Ako,174.89291,-36.972898,1,00:00.0,801,27,146,607,11,4,3,3
59,Sacred Heart College (Auckland),09 529 3660,09 529 3661,office@sacredheart.school.nz,James Dale,http://www.sacredheart.school.nz,250 West Tamaki Road,Glendowie,Auckland,250 West Tamaki Road,Glendowie,Auckland,1071,Main Urban Area,Secondary (Year 7-15),School with Boarding Facilities,State : Integrated,Single Sex (Boys School),Auckland - Orakei,Auckland Region,Auckland,Auckland,Tamaki,Tamaki Makaurau,Glen Innes North,Orakei Ward,,,174.872414,-36.868887,8,00:00.0,1295,758,137,183,109,28,3,77
60,Saint Kentigern Girls' School,09 520 1400,09 524 7657,skg_admin@saintkentigern.com,Juliet Small,http://www.saintkentigern.com,514 Remuera Road,Remuera,Auckland,P O Box 28399,Remuera,Auckland,1541,Main Urban Area,Full Primary,Not Applicable,Private : Fully Registered,Single Sex (Girls School),Auckland - Orakei,Auckland Region,Auckland,Auckland,Epsom,Tamaki Makaurau,Waiata,Orakei Ward,,,174.805239,-36.880966,99,00:00.0,190,110,7,6,60,0,1,6
61,Baradene College,09 524 6019,09 522 4077,admin@baradene.school.nz,Sandy Pasley,http://www.baradene.school.nz,237 Victoria Avenue,Remuera,Auckland,P O Box 28906,Remuera,Auckland,1541,Main Urban Area,Secondary (Year 7-15),Not Applicable,State : Integrated,Single Sex (Girls School),Auckland - Orakei,Auckland Region,Auckland,Auckland,Epsom,Tamaki Makaurau,Orakei South,Orakei Ward,,,174.800325,-36.865636,9,00:00.0,1274,920,84,65,117,20,4,64
62,St Peter's College (Epsom),09 524 8108,09 524 9459,admin@st-peters.school.nz,James Bentley,http://www.st-peters.school.nz,Mountain Road,Grafton,Auckland,23 Mountain Road,Epsom,Auckland,1023,Main Urban Area,Secondary (Year 7-15),Not Applicable,State : Integrated,Single Sex (Boys School),Auckland - Waitemata,Auckland Region,Auckland,Auckland,Epsom,Tamaki Makaurau,Grafton East,Waitemata and Gulf Ward,99030,Auckland Central Catholic Community of Schools,174.769674,-36.86778,8,00:00.0,1337,693,145,228,179,16,8,68
63,Marcellin College,09 625 6509,09 625 7835,office@marcellin.school.nz,Jan Waelen,http://www.marcellin.school.nz,617 Mt Albert Road,Royal Oak,Auckland,P O Box 24126,Royal Oak,Auckland,1345,Main Urban Area,Secondary (Year 7-15),Not Applicable,State : Integrated,Co-Educational,Auckland - Puketapapa,Auckland Region,Auckland,Auckland,Mt Roskill,Tamaki Makaurau,Hillsborough East,Albert-Eden-Roskill Ward,99190,Te Iti Kahurangi Community of Learning,174.766436,-36.910123,2,00:00.0,494,21,40,297,119,13,0,4
64,Epsom Girls Grammar School,09 630 5963,09 638 9143,office@eggs.school.nz,Lorraine Pound,http://www.eggs.school.nz,Silver Road,Epsom,Auckland,Silver Road,Epsom,Auckland,1023,Main Urban Area,Secondary (Year 9-15),School with Boarding Facilities,State,Single Sex (Girls School),Auckland - Albert-Eden,Auckland Region,Auckland,Auckland,Epsom,Tamaki Makaurau,Epsom North,Albert-Eden-Roskill Ward,99001,Auckland Central Community of Schools,174.774124,-36.876422,9,00:00.0,2208,839,183,192,783,76,4,131
65,Glendowie College,09 575 9128,09 575 4460,info@gdc.school.nz,Richard Dykes,http://www.gdc.school.nz,Crossfield Road,Glendowie,Auckland,19 Crossfield Road,Glendowie,Auckland,1071,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Co-Educational,Auckland - Orakei,Auckland Region,Auckland,Auckland,Tamaki,Tamaki Makaurau,Glen Innes North,Orakei Ward,99096,Glendowie Kāhui Ako,174.868138,-36.862571,10,00:00.0,1209,722,60,41,208,46,49,83
66,Dilworth School,09 523 1060,09 520 6183,info@dilworth.school.nz,Donald MacLean,http://www.dilworth.school.nz/,2 Erin Street,Remuera,Auckland,Private Bag 28904,Remuera,Auckland,1541,Main Urban Area,Composite,School with Boarding Facilities,Private : Fully Registered,Single Sex (Boys School),Auckland - Albert-Eden,Auckland Region,Auckland,Auckland,Epsom,Tamaki Makaurau,Mt St John,Albert-Eden-Roskill Ward,,,174.781063,-36.880296,4,00:00.0,592,159,138,245,38,10,2,0
67,Diocesan School For Girls,09 520 0221,09 520 6778,office@diocesan.school.nz,Heather McRae,http://www.diocesan.school.nz,Clyde Street,Epsom,Auckland,Private Bag 99939,Newmarket,Auckland,1149,Main Urban Area,Composite,School with Boarding Facilities,Private : Fully Registered,Single Sex (Girls School),Auckland - Albert-Eden,Auckland Region,Auckland,Auckland,Epsom,Tamaki Makaurau,Mt St John,Albert-Eden-Roskill Ward,,,174.778297,-36.88047,10,00:00.0,1428,981,45,25,318,10,7,42
68,St Cuthbert's College (Epsom),09 520 4159,09 524 9374,reception@stcuthberts.school.nz,Justine Mahon,http://www.stcuthberts.school.nz,Market Road,Epsom,Auckland,P O Box 26020,Epsom,Auckland,1344,Main Urban Area,Composite,School with Boarding Facilities,Private : Fully Registered,Single Sex (Girls School),Auckland - Albert-Eden,Auckland Region,Auckland,Auckland,Epsom,Tamaki Makaurau,Mt St John,Albert-Eden-Roskill Ward,,,174.778251,-36.887574,10,00:00.0,1315,635,56,60,493,12,9,50
69,Mt Albert Grammar School,09 846 2044,09 846 2042,paheadmaster@mags.school.nz,Patrick Drumm,http://www.mags.school.nz,36 Alberton Ave,Mount Albert,Auckland,36 Alberton Avenue,Mount Albert,Auckland,1025,Main Urban Area,Secondary (Year 9-15),School with Boarding Facilities,State,Co-Educational,Auckland - Albert-Eden,Auckland Region,Auckland,Auckland,Mt Albert,Tamaki Makaurau,Mt Albert Central,Albert-Eden-Roskill Ward,99150,Mt Albert Community of Learning,174.72535,-36.8847,7,00:00.0,2993,1174,398,574,521,96,54,176
70,Marist College,09 846 8311,09 815 1441,admin@maristcollege.school.nz,Monica Johnson,http://www.maristcollege.school.nz,31 Alberton Avenue,Mount Albert,Auckland,31 Alberton Avenue,Mount Albert,Auckland,1025,Main Urban Area,Secondary (Year 7-15),Not Applicable,State : Integrated,Single Sex (Girls School),Auckland - Albert-Eden,Auckland Region,Auckland,Auckland,Mt Albert,Tamaki Makaurau,Mt Albert Central,Albert-Eden-Roskill Ward,99030,Auckland Central Catholic Community of Schools,174.726133,-36.881931,7,00:00.0,736,321,69,155,173,9,1,8
74,Mt Roskill Grammar,09 621 0050,09 621 0055,admin@mrgs.school.nz,Gregory Watson,http://www.mrgs.school.nz,Frost Road,Mount Roskill,Auckland,Frost Road,Mount Roskill,Auckland,1041,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Co-Educational,Auckland - Puketapapa,Auckland Region,Auckland,Auckland,Mt Roskill,Tamaki Makaurau,Akarana,Albert-Eden-Roskill Ward,99032,Puketāpapa Community of Learning,174.74714,-36.912701,4,00:00.0,1985,234,145,427,949,117,5,108
75,Lynfield College,09 627 0600,09 627 0609,accounts@lynfield.school.nz,Cath Knell,http://www.lynfield.school.nz,White Swan Road,Mount Roskill,Auckland,191 White Swan Road,Mount Roskill,Auckland,1041,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Co-Educational,Auckland - Puketapapa,Auckland Region,Auckland,Auckland,New Lynn,Tamaki Makaurau,Lynfield North,Albert-Eden-Roskill Ward,99012,Lynfield Community of Learning,174.715437,-36.921028,6,00:00.0,1772,333,128,253,882,92,4,80
77,Bethlehem College,07 576 6769,07 579 1751,principal@beth.school.nz,Eoin Crosbie,http://www.beth.school.nz,Elder Lane,Bethlehem,Tauranga,Private Bag 12003,Tauranga Mail Centre,Tauranga,3143,Main Urban Area,Composite,Not Applicable,State : Integrated,Co-Educational,Tauranga City,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,Tauranga,Waiariki,Bethlehem,Otumoetai-Pyes Pa Ward,99157,Ngā Whānau O Karaiti Kāhui Ako,176.111231,-37.704967,9,00:00.0,1770,1209,135,28,230,68,19,81
78,Avondale College,09 828 7024,09 820 0183,admin@avcol.school.nz,Brent Lewis,http://www.avcol.school.nz,Victor Street,Avondale,Auckland,59 Victor Street,Avondale,Auckland,1026,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Co-Educational,Auckland - Whau,Auckland Region,Auckland,Auckland,Kelston,Tamaki Makaurau,Avondale West,Whau Ward,,,174.691138,-36.891475,4,00:00.0,2714,589,272,642,822,175,38,176
79,Edgewater College,09 576 9039,09 576 9037,enquiries@edgewater.school.nz,Louise Addison,http://www.edgewater.school.nz,32 Edgewater Drive,Pakuranga,Auckland,32 Edgewater Drive,Pakuranga,Manukau,2010,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Co-Educational,Auckland - Howick,Auckland Region,Auckland,Auckland,Pakuranga,Tamaki Makaurau,Edgewater,Howick Ward,99098,Pakuranga West Community of Learning,174.874746,-36.9225,2,00:00.0,568,46,110,255,96,29,3,29
80,Pakuranga College,09 534 7159,09 534 2365,info@pakuranga.school.nz,Michael Williams,http://www.pakuranga.school.nz,Pigeon Mountain Road,Bucklands Beach,Auckland,P O Box 82090,Highland Park,Auckland,2143,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Co-Educational,Auckland - Howick,Auckland Region,Auckland,Auckland,Pakuranga,Tamaki Makaurau,Pigeon Mountain North,Howick Ward,99149,Te ara Mana-ā-Kura (Farm Cove/Pakuranga) Community of Learning,174.901772,-36.897623,7,00:00.0,2228,852,206,149,665,130,17,209
81,Saint Kentigern College,09 577 0749,09 577 0700,skc_admin@saintkentigern.com,Suzanne Winthrop,http://www.saintkentigern.com,130 Pakuranga Road,Pakuranga,Auckland,P O Box 51060,,Auckland,2140,Main Urban Area,Secondary (Year 7-15),School with Boarding Facilities,Private : Fully Registered,Co-Educational,Auckland - Howick,Auckland Region,Auckland,Auckland,Pakuranga,Tamaki Makaurau,Sunnyhills,Howick Ward,,,174.875036,-36.909705,10,00:00.0,2009,1373,113,72,406,10,12,23
82,Aidanfield Christian School,03 338 8153,03 339 0821,enrol@aidanfield.school.nz,Mark Richardson,http://www.aidanfield.school.nz/,2 Nash Road,Aidanfield,Christchurch,2 Nash Road,Aidanfield,Christchurch,8025,Main Urban Area,Composite,Not Applicable,State : Integrated,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Wigram,Te Tai Tonga,Aidanfield,Halswell Ward,99173,Christian Education Network Community of Learning,172.570992,-43.563766,8,00:00.0,320,161,14,10,95,23,3,14
83,Kelston Boys' High School,09 818 6185,09 818 6183,data.manager@kbhs.school.nz,Adeline Blair,http://www.kbhs.school.nz,Archibald Road,New Lynn,Auckland,P O Box 15103,New Lynn,Waitakere,640,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Single Sex (Boys School),Auckland - Whau,Auckland Region,Auckland,Auckland,Kelston,Tamaki Makaurau,Kelston Central,Whau Ward,99011,Te Whānau Mātauranga o Kerehana Community of Learning,174.666887,-36.898778,3,00:00.0,648,40,118,403,55,16,3,13
84,Kelston Girls' College,09 827 6063,09 827 3996,reception@kelstongirls.school.nz,Sarah Stenson,http://www.kelstongirls.school.nz,Great North Road,New Lynn,Auckland,P O Box 15798,New Lynn,Waitakere,640,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Single Sex (Girls School),Auckland - Whau,Auckland Region,Auckland,Auckland,Kelston,Tamaki Makaurau,Kelston Central,Whau Ward,99011,Te Whānau Mātauranga o Kerehana Community of Learning,174.664362,-36.908056,2,00:00.0,455,14,72,275,61,27,1,5
85,One Tree Hill College,09 579 5049,09 579 5047,office@onetreehillcollege.school.nz,Nicholas Coughlan,http://www.onetreehillcollege.school.nz,421 Great South Road,Penrose,Auckland,P O Box 17471,Greenlane,Auckland,1546,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Co-Educational,Auckland - Maungakiekie-Tamaki,Auckland Region,Auckland,Auckland,Maungakiekie,Tamaki Makaurau,Penrose,Maungakiekie-Tamaki Ward,99014,Maungakiekie Community of Learning,174.806961,-36.902818,3,00:00.0,1110,146,195,414,293,34,2,26
86,Onehunga High School,09 636 6006,09 636 4465,ps@ohs.school.nz,Deidre Shea,http://www.onehungahigh.school.nz,24 Pleasant Street,Onehunga,Auckland,24 Pleasant Street,Onehunga,Auckland,1061,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Co-Educational,Auckland - Maungakiekie-Tamaki,Auckland Region,Auckland,Auckland,Maungakiekie,Tamaki Makaurau,Onehunga South West,Maungakiekie-Tamaki Ward,99190,Te Iti Kahurangi Community of Learning,174.770963,-36.919494,3,00:00.0,978,140,193,487,121,11,4,22
87,Howick College,09 534 4492,09 534 6574,secretary@howick.school.nz,Iva Ropati,http://www.howickcollege.school.nz,Sandspit Road,Howick South,Auckland,P O Box 38142,Howick,Manukau,2145,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Co-Educational,Auckland - Howick,Auckland Region,Auckland,Auckland,Botany,Tamaki Makaurau,Meadowland,Howick Ward,99119,Howick Coast Kāhui Ako,174.939279,-36.906563,8,00:00.0,2105,1076,255,182,361,109,8,114
88,Otahuhu College,09 963 4000,09 276 2906,enquiries@otahuhucollege.school.nz,Neil Watson,http://www.otahuhucollege.school.nz,Mangere Road,Otahuhu,Auckland,Private Bag 93317,Otahuhu,Auckland,1640,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Co-Educational,Auckland - Mangere-Otahuhu,Auckland Region,Auckland,Auckland,Manukau East,Tamaki Makaurau,Otahuhu West,Manukau Ward,99151,Ōtāhuhu Community of Learning,174.840646,-36.953111,1,00:00.0,901,11,109,630,144,6,1,0
89,King's College,09 276 0600,09 276 0670,reception@kingscollege.school.nz,Simon Lamb,http://www.kingscollege.school.nz,Golf Avenue,Otahuhu,Auckland,P O Box 22012,Otahuhu,Auckland,1640,Main Urban Area,Secondary (Year 9-15),School with Boarding Facilities,Private : Fully Registered,Senior Co-ed; Junior Boys,Auckland - Mangere-Otahuhu,Auckland Region,Auckland,Auckland,Manukau East,Tamaki Makaurau,Otahuhu West,Manukau Ward,,,174.837267,-36.959796,10,00:00.0,1072,624,88,78,218,7,9,48
90,McAuley High School,09 276 8715,09 276 4800,office@mcauleyhigh.school.nz,Xanthe Sulzberger,http://www.mcauleyhigh.school.nz/,26 High Street,Otahuhu,Auckland,P O Box 22480,Otahuhu,Auckland,1640,Main Urban Area,Secondary (Year 9-15),Not Applicable,State : Integrated,Single Sex (Girls School),Auckland - Mangere-Otahuhu,Auckland Region,Auckland,Auckland,Manukau East,Tamaki Makaurau,Fairburn,Manukau Ward,99101,South Auckland Catholic Community of Learning,174.847353,-36.944402,1,00:00.0,763,8,45,664,32,14,0,0
91,Mangere College,09 275 4029,09 275 5275,operations@mangere.school.nz,Tom Webb,http://www.mangere.school.nz,23 Bader Drive,Mangere,Auckland,P O Box 43240,,Auckland,2153,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Co-Educational,Auckland - Mangere-Otahuhu,Auckland Region,Auckland,Auckland,Mangere,Tamaki Makaurau,Viscount,Manukau Ward,99123,Mangere Kāhui Ako,174.79159,-36.959611,1,00:00.0,674,7,128,509,13,3,14,0
93,Auckland Seventh-Day Adventist H S,09 275 9640,09 275 5380,joanne@asdah.school.nz,Gloria Teulilo,http://www.asdah.school.nz/,119 Mountain Road,Mangere Bridge,Auckland,P O Box 59047,Mangere Bridge,Manukau,2022,Main Urban Area,Secondary (Year 9-15),Not Applicable,State : Integrated,Co-Educational,Auckland - Mangere-Otahuhu,Auckland Region,Auckland,Auckland,Mangere,Tamaki Makaurau,Mangere Bridge,Manukau Ward,99123,Mangere Kāhui Ako,174.785003,-36.956386,1,00:00.0,219,1,16,193,8,0,1,0
94,De La Salle College,09 276 4319,09 276 7992,admin@delasalle.school.nz,Myles Hogarty,http://www.delasalle.school.nz,81 Gray Avenue,Mangere East,Auckland,P O Box 86001,Mangere East,Manukau,2158,Main Urban Area,Secondary (Year 7-15),Not Applicable,State : Integrated,Single Sex (Boys School),Auckland - Otara-Papatoetoe,Auckland Region,Auckland,Auckland,Mangere,Tamaki Makaurau,Mangere East,Manukau Ward,99101,South Auckland Catholic Community of Learning,174.837764,-36.964799,1,00:00.0,956,2,75,838,35,3,2,1
95,Papatoetoe High School,09 278 4086,09 278 5043,office@papatoetoehigh.school.nz,Vaughan Couillault,http://www.papatoetoehigh.school.nz,Nicholson Avenue,Papatoetoe,Auckland,P O Box 23088,Hunters Corner,Manukau,2155,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Co-Educational,Auckland - Otara-Papatoetoe,Auckland Region,Auckland,Auckland,Manukau East,Tamaki Makaurau,Papatoetoe East,Manukau Ward,99198,Papatoetoe Community of Learning,174.871806,-36.975516,3,00:00.0,1423,43,218,387,707,25,1,42
96,Aorere College,09 278 5608,09 279 0640,office@aorere.ac.nz,Gregory Pierce,http://www.aorere.ac.nz/,Portage Road,Papatoetoe,Auckland,P O Box 23084,Hunters Corner,Manukau,2155,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Co-Educational,Auckland - Otara-Papatoetoe,Auckland Region,Auckland,Auckland,Manukau East,Tamaki Makaurau,Kohuora,Manukau Ward,99102,West Papatoetoe Community of Learning,174.833082,-36.981409,2,00:00.0,1509,35,283,866,304,7,8,6
97,Sir Edmund Hillary Collegiate Senior School,09 274 5782,09 274 6972,office.seniorschool@sehc.school.nz,Peter Uys,http://www.sehc.school.nz,2 Franklyne Road,Otara,Auckland,P O Box 61054,Otara,Manukau,2159,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Co-Educational,Auckland - Otara-Papatoetoe,Auckland Region,Auckland,Auckland,Manukau East,Tamaki Makaurau,Otara North,Manukau Ward,99199,Sir Edmund Hillary Community of Learning,174.875531,-36.951268,1,00:00.0,508,0,94,403,7,1,3,0
99,Manurewa High School,09 269 0690,09 269 0691,mhs@manurewa.school.nz,Peter Jones,http://www.manurewa.school.nz,67 Browns Road,Manurewa,Auckland,P O Box 75247,Manurewa,Manukau,2243,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Co-Educational,Auckland - Manurewa,Auckland Region,Auckland,Auckland,Manurewa,Tamaki Makaurau,Wiri,Manurewa-Papakura Ward,99187,Te Kaahui Ako O Manurewa,174.882303,-37.011246,1,00:00.0,1953,86,493,1050,279,18,13,14
100,James Cook High School,09 268 3950,09 268 3951,admin@jchs.school.nz,Grant McMillan,http://www.jchs.school.nz,Dr Pickering Avenue,Manurewa,Auckland,P O Box 75647,Manurewa,Manukau,2243,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Co-Educational,Auckland - Manurewa,Auckland Region,Auckland,Auckland,Manurewa,Tamaki Makaurau,Leabank,Manurewa-Papakura Ward,99211,South Manurewa Community of Learning,174.885979,-37.034974,1,00:00.0,1206,37,572,509,59,27,2,0
101,Papakura High School,09 296 4400,09 296 4401,enquiries@papakurahigh.school.nz,John Rohs,http://www.papakurahigh.school.nz,Willis Road,,Papakura,P O Box 72080,,Papakura,2244,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Co-Educational,Auckland - Papakura,Auckland Region,Auckland,Auckland,Papakura,Hauraki-Waikato,Massey Park,Manurewa-Papakura Ward,99152,Papakura Community of Learning,174.950802,-37.062938,1,00:00.0,579,24,355,171,24,5,0,0
102,Rosehill College,09 295 0661,09 295 0699,inquiries@rosehillcollege.school.nz,Susan Blakely,http://www.rosehillcollege.school.nz,5 Edinburgh Avenue,,Papakura,P O Box 72546,,Papakura,2244,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Co-Educational,Auckland - Papakura,Auckland Region,Auckland,Auckland,Papakura,Hauraki-Waikato,Rosehill,Manurewa-Papakura Ward,99099,Rosehill Community of Learning,174.93656,-37.076578,5,00:00.0,1679,727,411,183,274,44,15,25
103,Pukekohe High School,09 237 0117,09 238 6084,exec@pukekohehigh.school.nz,Richard Barnett,http://www.pukekohehigh.school.nz,Harris Street,,Pukekohe,P O Box 306,,Pukekohe,2340,Secondary Urban Area,Secondary (Year 9-15),Not Applicable,State,Co-Educational,Auckland - Franklin,Auckland Region,Auckland,Auckland,Hunua,Hauraki-Waikato,Bledisloe Park,Franklin Ward,99075,Pukekohe Community of Learning,174.905826,-37.204545,6,00:00.0,1681,971,364,127,147,30,7,35
104,Wesley College,09 237 0224,09 238 3582,barbaran@wesley.school.nz,Brian Evans,http://www.wesley.school.nz,State Highway 22,,Pukekohe,P O Box 58,,Pukekohe,2340,Rural Area,Secondary (Year 7-15),School with Boarding Facilities,State : Integrated,Co-Educational,Auckland - Franklin,Auckland Region,Auckland,Auckland,Hunua,Hauraki-Waikato,Kingseat,Franklin Ward,99075,Pukekohe Community of Learning,174.890164,-37.148286,1,00:00.0,344,5,95,234,0,0,0,10
